Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres
SOCIAL,4.1,2520,12M,"100,000+",Free,0,Teen,Social
FINANCE,,9,12M,"1,000+",Free,0,Everyone,Finance
GAME,4.6,2698882,78M,"100,000,000+",Free,0,Everyone,Action
BUSINESS,,0,2.8M,1+,Free,0,Everyone,Business
MEDICAL,3.7,3,7.3M,500+,Free,0,Everyone,Medical
FAMILY,4.3,285,6.2M,"10,000+",Free,0,Everyone,Education
FAMILY,2.9,691,5.8M,"100,000+",Free,0,Everyone,Strategy
GAME,4.1,13304,1.3M,"1,000,000+",Free,0,Everyone,Arcade
FOOD_AND_DRINK,4.5,2448,19M,"100,000+",Free,0,Everyone,Food & Drink
NEWS_AND_MAGAZINES,4.7,48,4.1M,"1,000+",Free,0,Everyone,News & Magazines
ENTERTAINMENT,4.2,613059,25M,"50,000,000+",Free,0,Everyone,Entertainment
GAME,4.4,4921122,Varies with device,"100,000,000+",Free,0,Everyone 10+,Arcade
DATING,1.9,953,19M,"100,000+",Free,0,Mature 17+,Dating
PRODUCTIVITY,4.2,29,35M,"5,000+",Free,0,Everyone,Productivity
BUSINESS,3.3,49,51k,"10,000+",Free,0,Everyone,Business
GAME,4.5,3197865,82M,"100,000,000+",Free,0,Everyone,Arcade
GAME,4.3,1167143,12M,"100,000,000+",Free,0,Everyone,Arcade
TOOLS,,83,2.0M,"1,000+",Free,0,Everyone,Tools
PRODUCTIVITY,4.7,253155,3.5M,"5,000,000+",Free,0,Everyone,Productivity
SHOPPING,4.6,1370749,Varies with device,"50,000,000+",Free,0,Teen,Shopping
PARENTING,3.1,103,28M,"10,000+",Free,0,Everyone,Parenting
FAMILY,4.0,51,3.2M,"1,000+",Free,0,Everyone,Entertainment
GAME,4.4,6199095,67M,"100,000,000+",Free,0,Everyone,Casual
FAMILY,4.8,13,6.0M,100+,Free,0,Everyone,Entertainment
SPORTS,3.9,11460,Varies with device,"100,000+",Paid,$8.99,Everyone,Sports
BUSINESS,4.1,7149,11M,"1,000,000+",Free,0,Everyone,Business
NEWS_AND_MAGAZINES,,2,22M,50+,Free,0,Everyone,News & Magazines
TOOLS,4.3,996,10M,"50,000+",Free,0,Everyone,Tools
FAMILY,4.1,105766,48M,"10,000,000+",Free,0,Teen,Puzzle
FAMILY,4.5,3580,60M,"100,000+",Free,0,Everyone,Casual
TRAVEL_AND_LOCAL,4.0,875,21M,"100,000+",Free,0,Everyone,Travel & Local
FINANCE,4.3,24729,32M,"1,000,000+",Free,0,Everyone,Finance
MAPS_AND_NAVIGATION,4.9,124,3.4M,"1,000+",Free,0,Everyone,Maps & Navigation
PHOTOGRAPHY,2.9,118,26M,"50,000+",Free,0,Everyone,Photography
FAMILY,4.2,13752,21M,"100,000+",Paid,$9.99,Mature 17+,Strategy
TRAVEL_AND_LOCAL,4.5,481546,29M,"10,000,000+",Free,0,Everyone,Travel & Local
COMMUNICATION,3.3,1434,9.5M,"100,000+",Free,0,Everyone,Communication
PERSONALIZATION,4.5,66321,18M,"5,000,000+",Free,0,Everyone,Personalization
GAME,3.9,8122,23M,"500,000+",Free,0,Mature 17+,Action
FAMILY,,16,3.5M,"1,000+",Free,0,Everyone,Education
FAMILY,4.0,17543,19M,"5,000,000+",Free,0,Everyone,Casual
GAME,4.6,291941,90M,"10,000,000+",Free,0,Everyone 10+,Action
FINANCE,4.1,125,15M,"50,000+",Free,0,Everyone,Finance
PRODUCTIVITY,,0,21M,50+,Free,0,Everyone,Productivity
PERSONALIZATION,,2,15M,100+,Free,0,Teen,Personalization
FAMILY,3.7,126,13M,"10,000+",Free,0,Everyone,Entertainment
FAMILY,,1,2.8M,100+,Free,0,Everyone,Entertainment
FINANCE,2.9,204,29M,"10,000+",Free,0,Everyone,Finance
MEDICAL,,3,62M,100+,Paid,$24.99,Everyone,Medical
TOOLS,4.1,4234,1.9M,"1,000,000+",Free,0,Everyone,Tools
PHOTOGRAPHY,3.8,28660,6.4M,"5,000,000+",Free,0,Everyone,Photography
MEDICAL,,0,20M,10+,Free,0,Everyone 10+,Medical
SHOPPING,4.5,35479,16M,"1,000,000+",Free,0,Everyone,Shopping
TOOLS,3.9,23348,3.2M,"5,000,000+",Free,0,Everyone,Tools
FAMILY,3.7,3258,26M,"500,000+",Free,0,Everyone,Casual
DATING,,23,11M,100+,Free,0,Mature 17+,Dating
TRAVEL_AND_LOCAL,4.4,359560,Varies with device,"10,000,000+",Free,0,Everyone,Travel & Local
FINANCE,4.4,126447,Varies with device,"1,000,000+",Free,0,Everyone,Finance
PHOTOGRAPHY,4.7,259450,17M,"10,000,000+",Free,0,Everyone,Photography
PERSONALIZATION,4.8,24,3.6M,"1,000+",Free,0,Everyone,Personalization
SOCIAL,4.2,423138,Varies with device,"10,000,000+",Free,0,Mature 17+,Social
SHOPPING,4.1,41074,16M,"5,000,000+",Free,0,Everyone,Shopping
ENTERTAINMENT,4.4,5456208,Varies with device,"100,000,000+",Free,0,Teen,Entertainment
GAME,4.6,59907,7.8M,"5,000,000+",Free,0,Everyone,Puzzle
FAMILY,5.0,18,1.3M,50+,Free,0,Everyone,Casual
PRODUCTIVITY,4.4,205191,7.1M,"10,000,000+",Free,0,Everyone,Productivity
FINANCE,4.2,278082,70M,"10,000,000+",Free,0,Everyone,Finance
TOOLS,4.6,154,6.6M,"10,000+",Free,0,Everyone,Tools
BUSINESS,4.7,286897,39M,"10,000,000+",Free,0,Everyone,Business
PHOTOGRAPHY,,0,1.7M,10+,Paid,$2.00,Everyone,Photography
FAMILY,3.6,226,25M,"50,000+",Free,0,Everyone,Casual
BOOKS_AND_REFERENCE,4.3,72,1.9M,"10,000+",Free,0,Everyone,Books & Reference
COMMUNICATION,,7,19M,"1,000+",Free,0,Everyone,Communication
HEALTH_AND_FITNESS,,0,43M,10+,Free,0,Everyone,Health & Fitness
FAMILY,,0,Varies with device,"50,000+",Free,0,Everyone,Strategy
LIFESTYLE,2.8,48,12M,"5,000+",Free,0,Everyone,Lifestyle
TRAVEL_AND_LOCAL,4.3,599872,Varies with device,"10,000,000+",Free,0,Everyone,Travel & Local
HEALTH_AND_FITNESS,2.4,577,3.7M,"50,000+",Free,0,Everyone,Health & Fitness
TOOLS,4.5,21979,982k,"1,000,000+",Free,0,Everyone,Tools
HEALTH_AND_FITNESS,2.7,3,9.4M,100+,Free,0,Everyone 10+,Health & Fitness
PERSONALIZATION,4.3,881,5.9M,"10,000+",Paid,$9.99,Everyone,Personalization
FAMILY,4.4,8,6.8M,500+,Free,0,Everyone,Education
DATING,3.0,837,9.4M,"100,000+",Free,0,Mature 17+,Dating
PERSONALIZATION,4.5,16,3.7M,"1,000+",Free,0,Everyone,Personalization
PRODUCTIVITY,4.5,75951,Varies with device,"5,000,000+",Free,0,Everyone,Productivity
PRODUCTIVITY,3.7,80847,Varies with device,"50,000,000+",Free,0,Everyone,Productivity
FAMILY,4.7,2195,37M,"10,000+",Paid,$2.99,Everyone,Board;Brain Games
TOOLS,4.3,146913,24M,"100,000,000+",Free,0,Everyone,Tools
